STATION,DATE,TEMP,PRCP,WIND,VISIBILITY,CEILING,Year,Month,Day,Season,WeatherCondition,Airport,IATA,Name,City,State
USW00003927,2023-10-03,42.4,0.06,6.8,9.8,28885,2023,10,3,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-04,71.0,0.05,21.0,5.6,6746,2023,10,4,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-05,71.8,0.07,6.9,6.2,14531,2023,10,5,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-06,52.7,0.24,2.3,1.4,24013,2023,10,6,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-07,50.3,0.03,10.9,8.7,14408,2023,10,7,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-08,60.9,0.11,8.7,3.0,14403,2023,10,8,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-09,75.9,0.08,11.2,5.7,13348,2023,10,9,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-10,68.7,0.02,30.3,10.0,23989,2023,10,10,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-11,46.3,0.11,5.1,9.5,4473,2023,10,11,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-12,55.4,0.02,18.0,5.0,26050,2023,10,12,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-13,59.2,0.1,12.2,4.3,6814,2023,10,13,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-14,55.2,0.13,15.7,7.6,4347,2023,10,14,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-15,50.0,0.07,4.6,7.5,8778,2023,10,15,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-16,51.9,0.02,7.8,6.6,10216,2023,10,16,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-17,44.3,0.05,37.4,9.2,2790,2023,10,17,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-18,42.9,0.0,5.0,7.9,23689,2023,10,18,Fall,Clear,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-19,55.4,0.04,11.7,10.0,22638,2023,10,19,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-20,69.8,0.03,12.3,6.9,16440,2023,10,20,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-21,61.0,0.07,3.1,8.9,27615,2023,10,21,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-22,41.9,0.02,4.3,4.7,19224,2023,10,22,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-23,40.7,0.05,1.1,6.0,11004,2023,10,23,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-24,68.5,0.21,1.8,7.5,19394,2023,10,24,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-25,53.2,0.07,21.8,8.3,15987,2023,10,25,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-26,59.1,0.15,5.0,10.0,19344,2023,10,26,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-27,40.8,0.12,2.8,8.6,19891,2023,10,27,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-28,53.1,0.0,4.0,4.5,12018,2023,10,28,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-29,67.6,0.07,24.8,2.9,22392,2023,10,29,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-30,54.5,0.03,3.5,5.0,31184,2023,10,30,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-10-31,56.1,0.04,5.9,3.2,4855,2023,10,31,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-01,46.2,0.01,17.2,7.6,17818,2023,11,1,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-02,61.3,0.07,12.3,6.6,32161,2023,11,2,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-03,68.3,0.02,11.5,7.1,25960,2023,11,3,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-04,55.0,0.03,3.6,9.3,9246,2023,11,4,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-05,58.7,0.11,14.6,10.0,19694,2023,11,5,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-06,43.2,0.07,9.5,5.9,23255,2023,11,6,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-07,61.3,0.06,6.4,5.3,15210,2023,11,7,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-08,41.8,0.03,14.9,8.5,24891,2023,11,8,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-09,55.4,0.09,17.1,2.7,22228,2023,11,9,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-10,62.1,0.02,12.7,7.2,10852,2023,11,10,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-11,65.8,0.08,33.6,8.2,16861,2023,11,11,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-12,51.1,0.03,18.5,6.8,-6883,2023,11,12,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-13,66.8,0.06,18.8,4.6,23545,2023,11,13,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-14,57.8,0.32,10.2,10.0,15429,2023,11,14,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-15,60.6,0.36,11.9,5.9,30547,2023,11,15,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-16,50.8,0.07,15.7,8.2,44872,2023,11,16,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-17,86.5,0.22,34.9,6.5,8980,2023,11,17,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-18,62.8,0.17,10.2,5.5,10797,2023,11,18,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-19,32.3,0.16,10.7,6.5,28276,2023,11,19,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-20,44.1,0.09,23.5,8.8,27607,2023,11,20,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-21,52.2,0.05,2.8,5.9,31733,2023,11,21,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-22,76.9,0.31,9.1,9.4,18494,2023,11,22,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-23,42.5,0.13,2.1,8.8,-1259,2023,11,23,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-24,81.3,0.4,0.2,10.0,18441,2023,11,24,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-25,48.2,0.02,11.1,5.7,13149,2023,11,25,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-26,47.5,0.28,11.2,8.0,36987,2023,11,26,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-27,49.8,0.08,1.7,6.1,26679,2023,11,27,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-28,64.4,0.3,16.3,6.9,15563,2023,11,28,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-29,59.8,0.08,5.3,7.0,5582,2023,11,29,Fall,Mild,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00003927,2023-11-30,88.0,0.12,30.8,7.6,14530,2023,11,30,Fall,Moderate,DFW,DFW,Dallas/Fort Worth International Airport,Dallas,TX
USW00023062,2023-09-01,54.8,0.19,5.4,3.7,28940,2023,9,1,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-02,32.1,0.03,10.0,6.1,35922,2023,9,2,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-03,56.6,0.43,11.4,8.9,8614,2023,9,3,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-04,32.3,0.0,4.0,4.9,17972,2023,9,4,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-05,33.4,0.13,14.2,5.0,9726,2023,9,5,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-06,19.1,0.03,11.0,10.0,24640,2023,9,6,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-07,33.7,0.27,2.8,10.0,22178,2023,9,7,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-08,63.9,0.04,17.4,6.4,14837,2023,9,8,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-09,58.8,0.2,23.3,8.3,1968,2023,9,9,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-10,46.5,0.13,8.5,4.1,7045,2023,9,10,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-11,71.9,0.05,12.9,10.0,24475,2023,9,11,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-12,55.3,0.14,14.9,9.6,17822,2023,9,12,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-13,53.8,0.02,19.9,10.0,31845,2023,9,13,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-14,58.6,0.33,3.5,10.0,16428,2023,9,14,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-15,61.1,0.25,6.4,9.2,6430,2023,9,15,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-16,52.2,0.05,6.9,2.5,12813,2023,9,16,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-17,32.4,0.03,14.6,7.3,20039,2023,9,17,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-18,57.0,0.04,22.4,9.3,17698,2023,9,18,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-19,79.8,0.08,11.9,4.9,25770,2023,9,19,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-20,79.1,0.05,10.0,4.7,18883,2023,9,20,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-21,68.8,0.05,9.9,10.0,14121,2023,9,21,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-22,61.9,0.02,3.3,8.3,21878,2023,9,22,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-23,50.2,0.01,9.7,4.5,33763,2023,9,23,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-24,76.7,0.2,3.4,4.5,10050,2023,9,24,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-25,45.3,0.27,8.1,8.0,29177,2023,9,25,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-26,56.8,0.03,9.4,10.0,11543,2023,9,26,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-27,56.5,0.04,1.5,6.8,12419,2023,9,27,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-28,82.5,0.03,9.1,10.0,26599,2023,9,28,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-29,37.5,0.05,7.8,8.1,39911,2023,9,29,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-09-30,64.5,0.06,16.4,9.3,22981,2023,9,30,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-01,43.7,0.07,18.8,10.0,27073,2023,10,1,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-02,79.5,0.1,1.1,8.3,14739,2023,10,2,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-03,55.0,0.09,18.3,8.7,20001,2023,10,3,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-04,54.8,0.03,24.0,7.1,25996,2023,10,4,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-05,47.1,0.04,16.0,8.3,10995,2023,10,5,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-06,64.8,0.08,2.9,9.5,25911,2023,10,6,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-07,40.1,0.07,4.8,6.9,26612,2023,10,7,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-08,65.0,0.03,12.2,7.4,13104,2023,10,8,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-09,27.9,0.14,6.9,7.3,35823,2023,10,9,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-10,57.1,0.06,21.4,5.9,31227,2023,10,10,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-11,50.3,0.11,15.0,7.2,4961,2023,10,11,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-12,63.1,0.19,13.9,8.8,11097,2023,10,12,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-13,46.1,0.09,11.9,7.2,16269,2023,10,13,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-14,57.8,0.09,15.2,3.8,30404,2023,10,14,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-15,55.4,0.1,9.1,2.1,12659,2023,10,15,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-16,83.9,0.03,9.6,4.6,995,2023,10,16,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-17,53.6,0.29,5.1,6.7,29918,2023,10,17,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-18,57.3,0.06,22.8,2.0,18487,2023,10,18,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-19,24.4,0.08,14.6,10.0,32416,2023,10,19,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-20,47.2,0.0,11.8,8.0,13020,2023,10,20,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-21,70.2,0.57,5.3,6.5,18698,2023,10,21,Fall,Severe,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-22,56.8,0.17,7.0,8.6,8403,2023,10,22,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-23,68.7,0.07,7.1,5.2,18174,2023,10,23,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-24,59.4,0.05,3.9,10.0,31826,2023,10,24,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-25,78.3,0.04,19.1,8.1,30449,2023,10,25,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-26,35.8,0.01,18.8,4.9,7446,2023,10,26,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-27,54.9,0.05,24.5,3.2,26581,2023,10,27,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-28,52.6,0.04,10.3,8.8,11377,2023,10,28,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-29,45.3,0.08,10.5,8.2,22626,2023,10,29,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-30,72.7,0.03,16.9,8.2,18607,2023,10,30,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-10-31,44.1,0.03,12.1,6.8,12868,2023,10,31,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-01,59.8,0.1,10.8,9.7,17508,2023,11,1,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-02,58.5,0.13,11.1,10.0,-3007,2023,11,2,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-03,37.2,0.17,7.0,10.0,19260,2023,11,3,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-04,58.6,0.15,6.0,7.4,15562,2023,11,4,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-05,51.9,0.05,9.9,6.5,21498,2023,11,5,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-06,49.3,0.02,11.9,6.3,27837,2023,11,6,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-07,82.3,0.02,12.6,10.0,14898,2023,11,7,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-08,54.0,0.03,20.2,6.4,19326,2023,11,8,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-09,78.5,0.1,14.2,4.5,35655,2023,11,9,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-10,53.8,0.06,20.3,10.0,6518,2023,11,10,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-11,44.2,0.06,10.8,10.0,31007,2023,11,11,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-12,62.3,0.05,21.1,9.0,16002,2023,11,12,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-13,36.4,0.03,9.7,6.5,15841,2023,11,13,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-14,57.5,0.34,18.0,10.0,23020,2023,11,14,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-15,57.7,0.16,33.3,9.7,21333,2023,11,15,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-16,61.1,0.08,2.6,10.0,24520,2023,11,16,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-17,64.2,0.07,10.3,9.4,19712,2023,11,17,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-18,43.2,0.23,13.8,9.0,30968,2023,11,18,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-19,49.7,0.01,2.2,4.7,7461,2023,11,19,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-20,60.0,0.07,5.4,9.9,29368,2023,11,20,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-21,55.1,0.16,13.0,10.0,34784,2023,11,21,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-22,60.1,0.07,3.7,6.0,23885,2023,11,22,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-23,52.4,0.0,5.3,10.0,26313,2023,11,23,Fall,Clear,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-24,48.6,0.18,11.3,5.9,25965,2023,11,24,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-25,45.7,0.07,17.9,6.3,14244,2023,11,25,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-26,64.7,0.0,14.0,7.0,23138,2023,11,26,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-27,39.8,0.01,19.1,7.2,19442,2023,11,27,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-28,57.4,0.19,27.4,10.0,27778,2023,11,28,Fall,Moderate,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-29,62.5,0.01,1.3,7.6,27485,2023,11,29,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00023062,2023-11-30,34.4,0.03,7.3,8.2,16052,2023,11,30,Fall,Mild,DEN,DEN,Denver International Airport,Denver,CO
USW00094789,2023-09-01,38.4,0.16,4.5,8.3,10121,2023,9,1,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-02,56.0,0.13,5.1,10.0,33357,2023,9,2,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-03,48.6,0.04,6.4,8.8,9521,2023,9,3,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-04,74.0,0.15,1.5,10.0,20010,2023,9,4,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-05,72.8,0.17,8.2,7.0,17210,2023,9,5,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-06,64.3,0.02,13.6,9.9,24111,2023,9,6,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-07,86.1,0.04,4.9,9.9,2567,2023,9,7,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-08,65.7,0.08,4.8,7.8,38115,2023,9,8,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-09,77.4,0.02,10.6,8.4,34900,2023,9,9,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-10,64.8,0.23,3.3,7.8,17074,2023,9,10,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-11,70.3,0.02,8.7,8.1,24781,2023,9,11,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-12,66.9,0.01,5.3,2.8,31474,2023,9,12,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-13,56.3,0.26,8.9,0.0,26581,2023,9,13,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-14,38.9,0.25,12.4,8.0,35632,2023,9,14,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-15,33.8,0.11,17.1,6.5,21790,2023,9,15,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-16,37.6,0.14,3.2,9.2,35051,2023,9,16,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-17,64.4,0.12,7.7,7.1,24165,2023,9,17,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-18,61.1,0.29,1.2,10.0,38725,2023,9,18,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-19,57.6,0.12,20.0,4.6,14750,2023,9,19,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-20,27.7,0.18,9.7,5.1,22966,2023,9,20,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-21,65.0,0.01,9.9,3.8,-3142,2023,9,21,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-22,55.1,0.07,5.0,9.8,12226,2023,9,22,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-23,70.6,0.04,18.8,10.0,12717,2023,9,23,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-24,52.8,0.0,12.8,6.0,19872,2023,9,24,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-25,61.4,0.01,6.6,9.9,33015,2023,9,25,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-26,50.0,0.1,1.2,10.0,349,2023,9,26,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-27,40.7,0.0,12.5,10.0,13759,2023,9,27,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-28,36.4,0.17,4.8,5.9,23752,2023,9,28,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-29,49.9,0.61,18.1,10.0,31516,2023,9,29,Fall,Severe,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-09-30,57.7,0.27,1.8,7.7,12170,2023,9,30,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-10-01,45.8,0.07,9.6,3.0,1408,2023,10,1,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-10-02,48.1,0.08,11.1,10.0,13346,2023,10,2,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-10-03,56.7,0.04,19.1,10.0,27855,2023,10,3,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-10-04,41.3,0.07,0.4,10.0,15923,2023,10,4,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-10-05,37.0,0.11,21.4,10.0,21057,2023,10,5,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-10-06,29.1,0.02,13.6,6.3,37316,2023,10,6,Fall,Mild,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-10-07,55.1,0.14,8.6,4.8,35430,2023,10,7,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
USW00094789,2023-10-08,49.9,0.25,4.2,4.2,21000,2023,10,8,Fall,Moderate,JFK,JFK,John F. Kennedy International Airport,New York,NY
